status,comments,hour,photo,age,shares,link,likes,video,type,day,str_length,newlines
0,64,14,1,1341585347,106,0,427,0,4,4,436,4
0,52,13,1,1341580190,174,0,256,0,4,4,351,2
0,17,23,0,1341532761,12,0,30,1,1,3,407,2
0,82,23,1,1341530472,107,0,516,0,4,3,272,4
0,65,21,1,1341522302,187,0,422,0,4,3,277,3
0,108,19,1,1341516004,579,0,585,0,4,3,242,4
0,114,15,1,1341503726,758,0,1380,0,4,3,318,4
0,38,13,1,1341494893,157,0,346,0,4,3,532,4
0,127,23,0,1341357413,53,0,121,1,1,1,427,4
0,44,23,1,1341357156,40,0,148,0,4,1,292,5
0,28,22,1,1341352971,51,0,193,0,4,1,283,5
0,53,19,1,1341344758,95,0,433,0,4,1,247,3
0,56,16,1,1341333821,160,0,396,0,4,1,441,6
0,21,14,1,1341324536,46,0,176,0,4,1,460,5
0,29,11,0,1341315640,35,1,147,0,4,1,504,2
0,273,00,1,1341275314,318,0,826,0,4,1,343,4
0,168,23,1,1341270715,303,0,1025,0,4,0,435,4
0,86,21,1,1341264633,30,0,124,0,4,0,478,6
0,123,18,1,1341254546,377,0,659,0,4,0,403,4
0,37,18,1,1341252125,30,0,137,0,4,0,482,6
0,56,15,1,1341242373,128,0,316,0,4,0,383,6
0,37,14,1,1341237813,121,0,107,0,4,0,355,2
0,60,01,0,1341018301,74,1,144,0,4,5,170,2
0,26,23,0,1341013039,40,0,162,1,1,4,255,2
0,33,22,0,1341007516,19,1,82,0,4,4,241,2
0,25,21,0,1341005738,16,1,55,0,4,4,665,10
0,12,20,0,1341001228,1,0,42,1,1,4,343,2
0,71,18,1,1340993736,270,0,479,0,4,4,199,4
0,126,16,1,1340987468,291,0,319,0,4,4,355,4
0,46,14,1,1340979736,431,0,491,0,4,4,232,0
0,24,13,0,1340976208,41,1,94,0,4,4,620,2
0,4,00,0,1340929180,22,0,91,1,1,4,423,2
0,85,22,1,1340922533,520,0,971,0,4,3,380,4
0,34,19,0,1340910261,78,1,82,0,4,3,300,2
0,33,18,1,1340906423,38,0,96,0,4,3,202,2
0,72,17,1,1340905238,85,0,335,0,4,3,261,2
0,42,16,1,1340901841,66,0,191,0,4,3,430,4
0,168,14,0,1340893946,193,1,451,0,4,3,601,4
0,50,22,0,1340837642,53,0,209,1,1,2,280,2
0,50,21,1,1340831273,129,0,252,0,4,2,231,2
0,37,19,1,1340826515,148,0,611,0,4,2,363,4
0,18,18,0,1340822102,56,1,164,0,4,2,355,2
0,204,14,1,1340809018,871,0,665,0,4,2,273,2
0,26,14,0,1340805710,17,1,42,0,4,2,402,2
0,28,11,0,1340796601,15,1,65,0,4,2,369,2
0,77,22,0,1340750092,18,0,109,1,1,1,265,2
0,15,21,0,1340747204,21,1,65,0,4,1,199,0
0,62,19,1,1340737939,142,0,559,0,4,1,472,6
0,57,17,0,1340733064,14,1,50,0,4,1,335,4
0,8,16,0,1340729551,1,1,56,0,4,1,185,2
0,17,14,1,1340722190,34,0,117,0,4,1,519,4
0,85,00,0,1340670554,190,1,201,0,4,1,357,2
0,63,22,0,1340664930,275,1,119,0,4,0,206,2
0,42,21,1,1340660324,75,0,215,0,4,0,431,4
0,38,18,1,1340649584,94,0,76,0,4,0,400,4
0,18,16,0,1340640418,70,1,104,0,4,0,413,4
0,37,14,0,1340635856,32,1,101,0,4,0,556,6
0,8,12,0,1340625868,4,1,54,0,4,0,373,2
0,14,00,0,1340410401,17,1,46,0,4,5,165,0
0,5,23,0,1340407987,18,1,53,0,4,4,213,2
0,16,21,0,1340400126,35,1,125,0,4,4,317,2
0,15,20,0,1340396701,11,1,23,0,4,4,150,0
0,31,18,0,1340388723,17,1,63,0,4,4,194,0
0,19,16,0,1340383409,42,1,107,0,4,4,346,4
0,26,15,1,1340380169,70,0,69,0,4,4,300,2
0,13,14,0,1340376086,24,1,107,0,4,4,376,2
0,14,12,0,1340366784,19,1,96,0,4,4,480,2
0,21,11,0,1340364806,29,1,86,0,4,4,437,0
0,26,22,0,1340317857,75,1,124,0,4,3,183,2
0,21,21,1,1340314498,91,0,158,0,4,3,305,2
0,23,20,0,1340309458,3,1,49,0,4,3,195,2
0,57,18,0,1340303184,88,1,188,0,4,3,299,2
0,25,16,0,1340297664,23,0,101,1,4,3,326,4
0,30,16,0,1340294620,19,1,73,0,4,3,423,4
0,310,14,1,1340290718,4079,0,3991,0,4,3,193,4
0,38,13,0,1340285593,5,1,44,0,4,3,398,2
0,27,11,0,1340276540,39,1,85,0,4,3,357,2
0,15,00,0,1340240242,39,1,116,0,4,3,350,4
0,49,21,0,1340228341,19,1,99,0,4,2,311,2
0,33,20,0,1340223059,33,1,96,0,4,2,389,4
0,6,19,0,1340219817,17,1,64,0,4,2,299,2
0,12,17,0,1340213706,15,1,53,0,4,2,277,0
0,39,15,0,1340207509,129,1,261,0,4,2,273,2
0,15,15,0,1340204800,2,1,57,0,4,2,401,4
0,28,13,0,1340200039,65,1,181,0,4,2,375,0
0,16,12,0,1340196425,20,1,126,0,4,2,390,2
0,139,00,0,1340153124,355,1,719,0,4,2,281,2
0,23,22,0,1340146049,16,1,67,0,4,1,368,2
0,87,21,0,1340141072,239,1,516,0,4,1,195,0
0,54,17,1,1340126470,63,0,274,0,4,1,619,6
0,9,16,0,1340122281,17,1,65,0,4,1,392,2
0,8,15,0,1340118140,2,1,38,0,4,1,412,4
0,27,13,0,1340113757,29,1,92,0,4,1,263,0
0,29,12,0,1340109597,44,1,116,0,4,1,450,2
0,22,11,0,1340104369,96,1,178,0,4,1,318,2
0,13,23,0,1340060791,27,1,102,0,4,0,196,0
0,21,20,0,1340052962,29,1,62,0,4,0,182,0
0,24,18,0,1340043490,13,1,48,0,4,0,287,2
0,45,17,0,1340039744,17,0,61,1,1,0,166,0
0,34,15,0,1340034385,38,1,118,0,4,0,412,4
0,50,15,0,1340031736,78,1,135,0,4,0,360,4
0,19,13,0,1340027383,18,1,64,0,4,0,362,2
0,13,12,0,1340023896,2,1,59,0,4,0,351,0
0,7,00,0,1339806688,20,1,103,0,4,5,223,2
0,8,19,0,1339787411,16,1,46,0,4,4,178,2
0,167,17,0,1339781573,74,1,318,0,4,4,491,2
0,32,14,0,1339771661,39,1,98,0,4,4,389,4
0,30,13,0,1339768428,71,1,183,0,4,4,269,2
0,50,12,0,1339764564,85,1,264,0,4,4,273,2
0,7,00,1,1339721746,0,0,62,0,4,4,166,0
0,53,21,0,1339707923,178,1,226,0,4,3,132,0
0,21,15,0,1339686257,31,1,138,0,4,3,408,4
0,5,13,0,1339681354,16,1,34,0,4,3,303,2
0,127,12,0,1339678362,84,1,161,0,4,3,218,0
0,55,22,1,1339627270,69,0,271,0,4,2,333,5
0,52,21,0,1339622662,20,1,53,0,4,2,400,4
0,12,19,0,1339615664,17,1,64,0,4,2,428,4
0,10,18,0,1339612199,39,1,125,0,4,2,319,2
0,15,16,0,1339603476,19,1,54,0,4,2,382,4
0,13,15,0,1339599611,36,1,100,0,4,2,362,4
0,26,13,0,1339594236,36,1,56,0,4,2,599,2
0,170,12,0,1339591093,39,1,147,0,4,2,628,4
0,25,20,0,1339533115,18,1,53,0,4,1,343,2
0,6,20,1,1339532262,16,0,83,0,4,1,539,4
0,14,18,0,1339526945,19,1,38,0,4,1,315,4
0,12,15,0,1339516773,30,1,65,0,4,1,435,4
0,10,14,0,1339512719,20,1,66,0,4,1,348,4
0,14,13,0,1339507673,14,1,53,0,4,1,217,0
0,21,12,0,1339505388,15,1,57,0,4,1,376,2
0,6,22,0,1339454040,35,1,55,0,4,0,169,0
0,29,21,0,1339451869,92,1,73,0,4,0,227,2
0,37,19,0,1339443465,17,1,37,0,4,0,423,4
0,8,18,0,1339438991,15,1,46,0,4,0,270,2
0,14,15,0,1339429306,55,1,163,0,4,0,284,2
0,28,13,0,1339421510,37,1,87,0,4,0,332,0
0,21,12,0,1339418412,22,1,79,0,4,0,297,2
0,12,00,1,1339202911,40,0,379,0,4,5,127,2
0,13,00,0,1339202296,4,0,35,1,1,5,286,2
0,19,21,0,1339190375,53,1,98,0,4,4,210,2
0,10,19,0,1339182829,4,1,23,0,4,4,424,4
0,3,18,0,1339178800,11,1,22,0,4,4,361,3
0,15,16,0,1339172955,31,0,37,1,1,4,124,2
0,10,15,0,1339170576,39,1,65,0,4,4,214,0
0,6,14,0,1339167455,28,1,93,0,4,4,241,2
0,23,13,0,1339161941,25,1,77,0,4,4,318,0
0,36,12,0,1339159013,13,1,55,0,4,4,399,0
0,4,23,0,1339112922,2,0,39,1,1,3,141,0
0,3,22,0,1339107759,2,1,25,0,4,3,108,0
0,20,19,0,1339098364,4,1,44,0,4,3,150,0
0,33,17,0,1339090788,36,0,101,1,1,3,138,0
0,16,16,0,1339087815,45,1,144,0,4,3,429,4
0,35,15,0,1339083435,46,1,105,0,4,3,377,4
0,20,14,0,1339080961,75,1,188,0,4,3,322,2
0,4,13,0,1339076701,2,1,46,0,4,3,384,2
0,12,12,0,1339073399,17,1,48,0,4,3,300,2
0,19,00,0,1339028074,0,1,37,0,4,3,379,2
0,28,22,0,1339022958,62,0,156,1,1,2,268,2
0,26,19,0,1339011181,2,1,55,0,4,2,330,2
0,18,16,0,1338999531,55,1,172,0,4,2,355,4
0,65,14,0,1338993085,209,1,297,0,4,2,331,4
0,4,13,0,1338988874,7,1,27,0,4,2,336,2
0,47,12,0,1338986186,23,1,97,0,4,2,229,0
0,19,23,0,1338939722,26,1,58,0,4,1,336,2
0,17,22,0,1338935668,129,1,238,0,4,1,116,0
0,44,20,0,1338929562,34,1,60,0,4,1,243,2
0,10,19,0,1338925641,24,1,59,0,4,1,337,4
0,2,18,0,1338922653,34,1,50,0,4,1,95,0
0,23,16,0,1338914679,1,1,22,0,4,1,195,0
0,24,15,0,1338911462,78,1,207,0,4,1,299,0
0,13,14,0,1338908146,18,1,54,0,4,1,322,4
0,38,13,0,1338902606,56,0,124,1,1,1,130,0
0,13,12,0,1338900791,13,1,59,0,4,1,249,0
0,21,01,0,1338858074,42,1,214,0,4,1,216,0
0,18,00,1,1338856113,269,0,479,0,4,1,112,2
0,6,00,0,1338855630,137,1,298,0,4,1,354,2
0,27,23,0,1338851628,65,0,130,1,1,0,459,4
1,35,20,0,1338842197,4,0,44,0,2,0,347,4
0,23,20,0,1338840487,21,1,39,0,4,0,381,2
0,4,18,0,1338836396,12,1,40,0,4,0,200,2
0,15,17,0,1338830494,30,1,45,0,4,0,354,4
0,9,16,0,1338827757,2,0,37,1,1,0,124,0
0,34,15,0,1338824515,53,1,92,0,4,0,282,4
0,14,14,0,1338820357,11,1,43,0,4,0,375,4
0,16,13,0,1338817801,37,1,85,0,4,0,149,0
0,47,12,0,1338814250,24,1,58,0,4,0,239,0
0,10,00,0,1338597581,65,1,141,0,4,5,104,0
0,102,23,0,1338594843,72,0,112,1,1,4,258,2
0,38,21,0,1338585232,18,1,34,0,4,4,141,0
0,18,19,0,1338580625,1,1,33,0,4,4,233,2
0,24,16,1,1338569305,112,0,203,0,4,4,305,4
0,34,15,0,1338566286,30,1,76,0,4,4,289,4
0,3,14,0,1338562752,19,1,32,0,4,4,420,4
0,35,13,0,1338557793,34,1,63,0,4,4,310,0
0,23,12,0,1338554372,1,1,19,0,4,4,63,0
0,12,23,0,1338508702,1,0,51,1,1,3,231,2
0,33,21,0,1338500676,16,1,52,0,4,3,130,2
0,38,19,0,1338493907,46,1,99,0,4,3,484,4
0,115,18,0,1338489064,31,1,145,0,4,3,318,2
0,39,17,0,1338485318,35,1,79,0,4,3,482,5
0,15,16,0,1338480768,35,1,86,0,4,3,366,2
0,25,14,0,1338475843,15,1,47,0,4,3,434,4
0,29,12,0,1338468971,18,1,50,0,4,3,345,0
0,81,23,0,1338421954,39,1,116,0,4,2,189,2
0,7,22,0,1338418708,1,0,47,1,4,2,328,4
0,10,20,0,1338411404,44,1,76,0,4,2,102,0
0,160,19,0,1338406442,76,1,280,0,4,2,352,2
0,39,18,0,1338402400,64,1,113,0,4,2,243,2
0,42,17,0,1338398273,20,1,104,0,4,2,516,4
0,58,16,0,1338395432,33,1,88,0,4,2,333,2
0,57,14,0,1338388012,62,1,143,0,4,2,293,2
0,35,13,0,1338384516,25,1,62,0,4,2,192,0
0,77,12,0,1338380732,82,1,187,0,4,2,322,0
0,80,00,0,1338337136,45,1,241,0,4,2,214,2
0,24,23,0,1338332644,62,0,147,1,1,1,385,2
0,24,19,0,1338319682,17,1,70,0,4,1,387,2
0,45,17,0,1338313614,78,1,165,0,4,1,377,4
0,59,16,0,1338309377,81,1,162,0,4,1,504,4
0,88,15,0,1338304722,37,1,141,0,4,1,242,0
0,18,14,0,1338301722,33,1,97,0,4,1,165,0
0,32,13,0,1338297903,223,1,270,0,4,1,258,0
0,85,12,0,1338294202,98,1,123,0,4,1,351,4
0,27,01,0,1338255173,37,1,120,0,4,1,288,0
0,43,19,0,1338234598,132,1,248,0,4,0,477,2
0,34,20,0,1338065099,14,1,91,0,4,5,73,0
0,178,23,0,1337988583,83,1,213,0,4,4,240,2
0,26,21,0,1337981449,43,1,99,0,4,4,346,4
0,17,21,0,1337979825,76,1,151,0,4,4,189,0
0,11,18,0,1337970699,31,1,69,0,4,4,380,2
0,10,17,0,1337966068,38,1,97,0,4,4,306,2
0,102,16,1,1337963425,822,0,786,0,4,4,262,4
1,47,15,0,1337961532,2,0,85,0,4,4,209,0
0,49,14,0,1337956555,80,1,189,0,4,4,411,4
0,88,12,0,1337949902,176,1,177,0,4,4,432,2
0,66,23,0,1337901910,158,0,328,1,1,3,207,2
0,63,22,0,1337899534,132,1,317,0,4,3,205,0
0,32,20,0,1337892209,36,1,97,0,4,3,456,4
0,83,19,0,1337886947,81,1,167,0,4,3,419,4
0,21,17,0,1337879111,22,1,65,0,4,3,305,2
0,21,15,0,1337875131,33,1,76,0,4,3,389,3
0,74,14,0,1337871294,66,1,180,0,4,3,430,4
0,121,13,0,1337867970,28,1,126,0,4,3,397,0
0,21,12,0,1337863682,60,1,101,0,4,3,372,2
0,55,22,0,1337813955,120,0,244,1,1,2,312,4
0,20,20,0,1337804109,48,1,95,0,4,2,348,4
0,74,19,0,1337801207,49,1,97,0,4,2,346,4
0,14,18,0,1337797835,16,1,50,0,4,2,204,0
0,34,18,0,1337796128,51,1,85,0,4,2,322,2
0,52,16,0,1337789301,28,1,87,0,4,2,378,4
0,38,14,0,1337784462,54,1,164,0,4,2,351,5
0,59,13,0,1337781114,14,1,62,0,4,2,120,1
0,22,12,0,1337777978,90,1,172,0,4,2,339,2
0,28,12,0,1337775426,1,1,55,0,4,2,157,0
0,39,22,0,1337725620,35,1,92,0,4,1,417,4
0,34,21,0,1337720587,35,1,109,0,4,1,294,2
0,19,19,0,1337713786,98,1,81,0,4,1,221,2
0,27,17,0,1337708190,12,1,44,0,4,1,559,4
0,64,16,0,1337704076,31,1,74,0,4,1,531,2
0,67,14,0,1337696800,55,1,176,0,4,1,275,4
0,70,13,0,1337694776,430,1,518,0,4,1,177,0
0,17,13,0,1337693175,31,1,91,0,4,1,255,0
0,33,12,0,1337689602,44,1,101,0,4,1,194,0
0,114,21,0,1337637245,136,1,252,0,4,0,271,2
0,41,20,0,1337633681,38,1,117,0,4,0,289,2
0,20,19,1,1337628877,106,0,501,0,4,0,278,0
0,92,18,0,1337623572,291,1,322,0,4,0,350,2
0,34,17,0,1337619710,19,1,55,0,4,0,252,0
0,47,15,0,1337614976,76,1,140,0,4,0,251,4
0,36,14,0,1337611962,57,1,124,0,4,0,166,2
0,8,13,0,1337608557,67,1,186,0,4,0,159,0
0,85,13,0,1337605477,57,1,153,0,4,0,98,0
0,113,00,1,1337386047,52,0,189,0,4,5,103,0
0,306,23,0,1337385333,122,0,308,1,1,4,328,2
0,29,22,0,1337380390,21,1,65,0,4,4,321,2
0,31,21,0,1337377880,91,1,185,0,4,4,108,0
0,62,19,0,1337370788,15,1,74,0,4,4,199,4
0,227,19,0,1337369530,639,1,657,0,4,4,254,4
0,4,18,0,1337366792,34,1,81,0,4,4,172,0
0,19,17,0,1337362818,46,1,147,0,4,4,183,2
0,39,16,0,1337358769,30,1,138,0,4,4,93,0
0,33,15,0,1337356775,156,1,201,0,4,4,225,2
0,10,15,0,1337355548,11,1,31,0,4,4,342,2
1,13,15,0,1337355087,1,0,49,0,2,4,75,0
0,77,14,0,1337352628,93,1,153,0,4,4,236,2
0,9,14,0,1337352596,18,1,90,0,4,4,14,0
0,20,12,0,1337344696,19,1,81,0,4,4,102,0
0,46,03,0,1337313408,44,1,103,0,4,4,223,2
0,36,23,0,1337296389,77,0,163,1,1,3,148,2
0,7,22,1,1337295356,0,0,62,0,4,3,166,0
0,72,21,0,1337291928,38,1,90,0,4,3,290,2
0,79,19,0,1337282890,180,1,498,0,4,3,165,0
0,33,18,0,1337279097,124,1,187,0,4,3,218,4
0,10,17,0,1337277520,66,1,142,0,4,3,414,4
0,37,17,0,1337274153,100,1,209,0,4,3,104,0
0,82,15,0,1337269993,79,1,246,0,4,3,279,4
0,25,14,0,1337266144,32,1,89,0,4,3,294,2
0,209,12,0,1337259452,129,1,284,0,4,3,209,0
0,51,12,0,1337257850,73,1,134,0,4,3,464,0
0,24,00,0,1337214980,33,1,87,0,4,3,100,0
0,44,23,0,1337209531,289,0,736,1,4,2,180,2
0,18,22,1,1337205912,25,0,127,0,4,2,214,0
0,19,20,0,1337198783,13,1,60,0,4,2,269,2
0,28,19,0,1337196894,17,1,76,0,4,2,317,2
0,75,17,0,1337188773,61,1,182,0,4,2,407,2
0,91,15,0,1337183359,71,1,171,0,4,2,315,3
0,57,15,0,1337180479,68,1,142,0,4,2,241,2
0,60,14,0,1337177976,128,1,171,0,4,2,292,4
0,43,13,0,1337175453,74,1,174,0,4,2,220,0
0,27,12,0,1337172504,98,1,210,0,4,2,223,0
0,45,23,0,1337123300,145,0,221,1,1,1,288,2
0,183,20,0,1337114739,266,1,487,0,4,1,353,2
0,82,19,0,1337109304,159,1,160,0,4,1,218,4
0,8,18,0,1337105787,18,1,71,0,4,1,158,0
0,80,16,0,1337100330,169,1,216,0,4,1,401,2
0,16,15,0,1337095910,51,1,181,0,4,1,157,0
0,17,14,0,1337091637,60,1,150,0,4,1,129,0
0,48,12,0,1337085627,71,1,121,0,4,1,243,0
0,82,00,0,1337041696,249,1,488,0,4,1,244,0
0,16,21,0,1337032318,26,1,73,0,4,0,176,0
0,51,20,0,1337027199,151,0,249,1,1,0,98,0
0,8,16,0,1337014333,24,1,92,0,4,0,229,2
0,91,15,0,1337009643,150,1,231,0,4,0,167,0
0,83,14,0,1337007164,34,1,112,0,4,0,280,0
0,103,14,0,1337004217,60,1,103,0,4,0,171,0
0,18,12,0,1336998166,31,1,85,0,4,0,220,0
0,4,19,0,1336936891,2,1,37,0,4,6,241,0
0,15,17,0,1336842701,52,1,135,0,4,5,64,0
0,55,23,0,1336779074,24,0,87,1,1,4,155,0
0,36,20,0,1336768640,51,1,133,0,4,4,135,0
0,39,17,0,1336758269,47,1,182,0,4,4,153,2
1,14,16,0,1336754751,11,0,70,0,4,4,218,0
0,5,15,0,1336750995,1,1,44,0,4,4,144,1
0,54,14,0,1336746518,2,1,67,0,4,4,114,0
0,70,13,0,1336743064,85,1,142,0,4,4,244,1
0,28,00,0,1336695119,50,0,166,1,1,4,279,2
0,87,23,0,1336692593,171,1,267,0,4,3,457,2
0,41,20,0,1336680624,22,1,91,0,4,3,164,2
0,20,18,1,1336674557,40,0,131,0,4,3,123,2
0,211,17,0,1336669439,84,1,319,0,4,3,149,0
0,76,16,0,1336666620,18,1,68,0,4,3,187,0
0,95,15,0,1336662475,53,0,183,1,1,3,260,2
0,69,13,0,1336657159,49,1,134,0,4,3,370,4
0,10,00,0,1336608107,26,1,108,0,4,3,193,0
0,47,22,0,1336603285,64,0,171,1,1,2,210,2
0,58,22,0,1336601957,25,1,77,0,4,2,246,3
0,225,19,0,1336591469,58,1,378,0,4,2,364,4
0,6,17,0,1336585965,32,1,98,0,4,2,111,0
0,78,16,0,1336580066,50,1,81,0,4,2,280,2
0,15,16,0,1336579770,47,1,81,0,4,2,461,4
0,23,15,0,1336577378,12,0,50,1,1,2,303,2
0,32,14,0,1336574179,69,1,82,0,4,2,224,2
0,34,13,0,1336570640,19,1,51,0,4,2,138,0
0,19,23,0,1336518524,34,1,71,0,4,1,146,0
0,31,22,0,1336515554,70,0,149,1,1,1,210,2
0,10,21,0,1336512832,28,1,111,0,4,1,138,0
0,49,19,0,1336503853,84,1,181,0,4,1,176,2
0,16,18,0,1336500779,34,1,55,0,4,1,264,0
0,20,16,0,1336496096,28,1,70,0,4,1,259,4
0,48,15,0,1336491564,71,1,168,0,4,1,231,2
0,25,14,0,1336488048,237,1,261,0,4,1,421,4
0,9,13,0,1336484544,139,1,127,0,4,1,346,2
0,11,00,0,1336438571,18,1,54,0,4,1,172,2
0,45,00,1,1336435666,251,0,442,0,4,1,381,4
0,29,23,0,1336432602,184,1,191,0,4,0,135,0
0,48,22,0,1336428535,27,0,82,1,1,0,244,2
0,33,20,0,1336423385,103,1,298,0,4,0,222,0
0,63,20,0,1336421703,114,1,120,0,4,0,133,0
0,17,18,0,1336415531,32,1,78,0,4,0,248,2
0,40,16,0,1336408892,47,1,118,0,4,0,622,4
0,80,15,0,1336404751,44,1,139,0,4,0,129,0
0,106,14,0,1336401599,262,1,356,0,4,0,232,2
0,83,13,0,1336398935,66,1,126,0,4,0,375,2
0,100,22,0,1336172309,68,0,136,1,1,4,352,2
0,11,22,0,1336171827,91,1,199,0,4,4,83,0
0,13,21,0,1336167730,46,1,70,0,4,4,302,2
0,81,20,0,1336163258,42,1,149,0,4,4,83,0
0,62,18,0,1336155474,114,1,182,0,4,4,192,2
1,13,17,0,1336152343,3,0,60,0,4,4,186,0
0,17,17,0,1336151045,64,1,108,0,4,4,204,2
0,11,16,0,1336147260,12,1,39,0,4,4,202,2
0,88,14,0,1336142280,66,1,104,0,4,4,522,2
0,66,13,0,1336138499,24,1,94,0,4,4,328,2
0,36,22,0,1336084903,60,0,161,1,1,3,204,2
0,47,21,0,1336082012,79,1,185,0,4,3,127,2
0,37,19,0,1336074347,106,1,232,0,4,3,273,2
0,26,18,0,1336070146,83,1,220,0,4,3,178,2
0,22,17,0,1336066609,22,1,129,0,4,3,333,2
0,13,15,0,1336059387,25,1,67,0,4,3,354,0
0,43,14,0,1336055593,82,1,238,0,4,3,354,4
0,46,13,0,1336052032,20,1,83,0,4,3,62,0
0,64,00,0,1336004670,171,1,290,0,4,3,230,2
0,90,23,0,1336001098,93,0,179,1,1,2,324,2
0,19,22,0,1335997013,39,0,96,1,1,2,86,0
0,12,21,0,1335993779,27,1,114,0,4,2,215,2
0,45,19,0,1335988480,27,1,81,0,4,2,180,2
0,65,18,0,1335985143,126,1,230,0,4,2,202,2
0,51,17,0,1335981276,22,1,65,0,4,2,79,0
0,20,16,1,1335977144,67,0,235,0,4,2,130,3
0,33,16,0,1335975962,21,1,68,0,4,2,68,0
0,20,15,0,1335970967,27,1,65,0,4,2,128,0
0,48,13,0,1335965979,51,1,93,0,4,2,136,0
0,44,00,0,1335920246,47,1,81,0,4,2,224,2
0,120,23,0,1335916686,633,1,1087,0,4,1,197,2
0,17,23,0,1335913858,20,1,69,0,4,1,200,0
0,52,22,0,1335910947,114,0,199,1,1,1,100,0
0,21,21,0,1335906793,24,0,85,1,1,1,96,0
0,82,19,0,1335901569,18,1,96,0,4,1,262,2
0,44,18,0,1335897493,62,1,121,0,4,1,406,2
0,38,17,0,1335893424,52,0,96,1,1,1,145,0
0,63,16,0,1335890516,37,1,107,0,4,1,168,0
0,61,15,0,1335886508,30,1,87,0,4,1,158,0
0,89,14,0,1335882706,207,1,247,0,4,1,152,2
0,11,13,0,1335879247,23,1,68,0,4,1,14,0
0,25,03,0,1335842974,56,1,98,0,4,1,195,2
0,88,22,0,1335825432,46,0,146,1,1,0,122,0
0,28,21,0,1335821614,120,1,489,0,4,0,189,0
0,81,20,0,1335816875,26,1,84,0,4,0,283,2
0,45,19,0,1335813415,23,1,68,0,4,0,203,2
0,60,17,1,1335808345,62,0,364,0,4,0,251,2
0,45,17,0,1335806742,54,1,111,0,4,0,336,2
0,19,16,0,1335802704,41,1,126,0,4,0,84,0
0,155,15,0,1335799842,78,1,184,0,4,0,180,2
0,105,14,0,1335796588,300,1,399,0,4,0,68,0
0,40,13,0,1335793008,44,1,132,0,4,0,286,2
0,35,18,0,1335725142,29,1,102,0,4,6,167,0
0,23,04,0,1335587048,87,1,151,0,4,5,61,0
0,43,23,0,1335568459,84,0,152,1,1,4,153,0
0,9,22,0,1335565965,79,1,162,0,4,4,126,0
0,4,20,0,1335557438,29,1,76,0,4,4,168,2
0,32,19,0,1335553738,64,1,144,0,4,4,405,5
0,28,19,0,1335553564,40,1,129,0,4,4,266,2
1,15,16,0,1335545524,18,0,53,0,4,4,202,0
0,71,16,0,1335542420,25,1,104,0,4,4,210,2
0,35,14,0,1335535201,73,0,112,1,1,4,294,3
0,84,01,0,1335489208,99,1,232,0,4,4,314,2
0,11,23,0,1335484779,3,1,56,0,4,3,164,2
0,25,22,0,1335480962,49,1,110,0,4,3,149,0
0,21,22,1,1335478887,75,0,187,0,4,3,372,2
0,57,20,0,1335472342,66,1,160,0,4,3,113,0
0,55,19,0,1335468544,78,1,164,0,4,3,311,2
0,17,18,0,1335466611,2,1,37,0,4,3,330,4
0,45,17,0,1335462227,48,0,102,1,1,3,126,0
0,5,15,0,1335454125,29,1,79,0,4,3,165,0
0,6,15,0,1335453881,1,1,46,0,4,3,14,0
0,49,13,0,1335448180,108,0,165,1,1,3,237,4
0,24,23,0,1335398052,53,1,154,0,4,2,183,0
0,51,22,0,1335393789,88,0,178,1,1,2,207,2
0,62,20,0,1335385435,160,1,139,0,4,2,79,0
0,228,17,0,1335373669,30,1,204,0,4,2,127,0
0,44,16,0,1335369928,97,1,152,0,4,2,149,2
0,13,14,0,1335365629,12,1,46,0,4,2,103,0
0,11,13,0,1335362088,16,1,67,0,4,2,105,0
0,85,00,0,1335313381,153,0,416,1,1,2,158,2
0,44,23,0,1335309483,142,1,104,0,4,1,433,4
0,41,20,0,1335300521,113,1,238,0,4,1,361,8
0,21,18,0,1335292991,0,1,74,0,4,1,315,4
0,21,18,0,1335292157,159,1,252,0,4,1,353,2
0,28,17,0,1335287727,112,1,171,0,4,1,155,2
0,14,15,0,1335281408,36,1,119,0,4,1,442,4
0,14,14,0,1335277544,30,1,80,0,4,1,259,2
0,70,13,0,1335274262,73,1,136,0,4,1,339,2
0,110,23,0,1335223456,118,1,162,0,4,0,178,2
0,87,22,0,1335219709,121,1,219,0,4,0,423,3
0,14,19,0,1335210419,60,1,123,0,4,0,369,4
0,36,19,0,1335208141,536,0,670,1,1,0,270,4
0,45,17,0,1335203426,53,1,133,0,4,0,320,2
0,61,16,0,1335199607,39,1,133,0,4,0,237,2
0,33,15,0,1335195621,33,1,98,0,4,0,173,0
0,54,14,0,1335191637,51,0,95,1,1,0,186,2
0,29,13,0,1335187351,23,1,51,0,4,0,82,0
0,62,01,0,1334971601,285,0,455,1,1,5,320,4
0,59,00,0,1334968022,92,1,186,0,4,5,289,4
0,10,21,0,1334959077,53,1,160,0,4,4,327,2
0,126,21,1,1334955696,38,0,142,0,4,4,429,6
0,8,20,0,1334953279,37,1,83,0,4,4,89,0
0,43,19,0,1334949006,70,1,131,0,4,4,275,0
0,29,18,0,1334947561,16,0,63,1,4,4,101,0
1,15,17,0,1334943442,15,0,45,0,4,4,146,0
0,55,16,0,1334938954,23,1,78,0,4,4,147,0
1,58,15,0,1334935503,2,0,68,0,2,4,130,2
0,33,14,0,1334932539,60,1,167,0,4,4,114,0
0,12,13,0,1334929924,27,1,70,0,4,4,89,0
