status,comments,hour,photo,age,shares,link,likes,video,type,day,str_length,newlines
0,93,15,1,1364486350,1272,0,2290,0,4,3,256,2
0,83,13,1,1364478259,264,0,542,0,4,3,174,0
0,89,21,0,1364421119,460,1,625,0,4,2,76,0
0,126,21,1,1364420011,126,0,386,0,4,2,247,4
0,48,20,1,1364415889,242,0,438,0,4,2,204,0
0,15,19,1,1364410940,182,0,313,0,4,2,239,2
0,95,15,1,1364398750,264,0,568,0,4,2,281,4
0,100,13,1,1364391856,186,0,270,0,4,2,210,2
0,21,02,1,1364351022,103,0,393,0,4,2,200,2
0,79,22,1,1364336068,261,0,634,0,4,1,183,2
0,171,18,1,1364324382,730,0,753,0,4,1,416,2
0,60,16,1,1364316912,660,0,814,0,4,1,163,0
0,61,15,1,1364310907,62,0,210,0,4,1,204,2
0,60,13,1,1364305553,251,0,359,0,4,1,270,2
0,12,00,1,1364258395,25,0,92,0,4,1,253,2
0,31,20,1,1364242122,384,0,1531,0,4,0,203,2
0,12,18,1,1364237575,84,0,139,0,4,0,205,2
0,114,15,1,1364226196,803,0,1581,0,4,0,292,4
0,87,13,1,1364219772,779,0,811,0,4,0,196,0
0,159,21,1,1364160435,111,0,425,0,4,6,299,2
0,65,15,1,1364137620,921,0,1254,0,4,6,155,2
0,78,22,1,1364077321,172,0,312,0,4,5,267,0
0,81,16,1,1364055769,862,0,1418,0,4,5,238,0
1,50,15,0,1364051028,241,0,489,0,4,5,209,0
0,205,22,1,1363990430,1654,0,1093,0,4,4,203,2
0,77,18,1,1363978787,434,0,515,0,4,4,282,4
0,25,17,1,1363974605,226,0,259,0,4,4,170,0
0,16,14,0,1363963050,129,1,302,0,4,4,192,0
0,74,12,0,1363956850,307,1,209,0,4,4,155,0
0,162,22,1,1363906224,1082,0,2052,0,4,3,246,2
0,15,22,1,1363904374,101,0,239,0,4,3,272,2
0,30,19,1,1363895557,147,0,211,0,4,3,270,4
0,58,18,1,1363889257,906,0,1377,0,4,3,156,2
0,24,16,1,1363882993,170,0,343,0,4,3,181,2
0,39,14,0,1363874818,439,1,916,0,4,3,123,0
0,14,00,1,1363824223,34,0,130,0,4,3,238,2
1,42,22,0,1363819500,394,0,849,0,4,2,283,2
0,83,20,1,1363809687,509,0,1134,0,4,2,330,4
0,59,18,1,1363803682,446,0,966,0,4,2,196,2
0,14,16,1,1363797962,61,0,146,0,4,2,115,0
1,250,15,0,1363792196,78,0,290,0,2,2,277,2
0,48,13,1,1363785018,513,0,602,0,4,2,240,0
0,64,00,1,1363738551,239,0,345,0,4,2,242,2
0,148,22,1,1363732954,558,0,1632,0,4,1,218,2
0,69,20,1,1363725484,158,0,214,0,4,1,280,4
0,48,18,1,1363719128,382,0,412,0,4,1,176,2
0,156,16,1,1363709901,1031,0,991,0,4,1,255,0
0,68,13,1,1363698914,427,0,396,0,4,1,168,0
1,42,00,0,1363652233,114,0,393,0,4,1,235,0
0,49,22,1,1363645889,877,0,788,0,4,0,121,0
1,442,20,0,1363638596,315,0,643,0,4,0,349,4
0,13,19,1,1363634605,82,0,297,0,4,0,203,2
0,304,17,1,1363629507,229,0,764,0,4,0,247,4
0,4,16,1,1363625099,31,0,80,0,4,0,295,0
0,23,14,0,1363618007,184,1,252,0,4,0,166,0
0,69,13,1,1363611836,230,0,270,0,4,0,163,0
0,143,23,1,1363475815,1871,0,2545,0,4,5,225,2
0,17,02,1,1363399721,88,0,403,0,4,5,289,2
0,31,23,1,1363391135,119,0,252,0,4,4,281,4
0,71,22,1,1363385375,256,0,806,0,4,4,193,2
0,65,20,1,1363377932,537,0,1088,0,4,4,272,4
0,36,18,1,1363373186,103,0,322,0,4,4,165,0
0,129,17,1,1363368239,701,0,1170,0,4,4,233,0
0,85,14,1,1363358278,261,0,623,0,4,4,252,1
0,24,14,1,1363356231,113,0,215,0,4,4,190,0
0,187,00,1,1363306159,1017,0,1342,0,4,4,241,2
0,27,23,1,1363302518,201,0,668,0,4,3,319,4
1,251,20,0,1363291691,468,0,520,0,4,3,254,2
1,21,19,0,1363288599,243,0,547,0,4,3,402,4
0,93,17,1,1363282870,162,0,411,0,4,3,337,6
0,4,16,1,1363279756,64,0,255,0,4,3,202,2
0,38,14,0,1363269732,113,1,250,0,4,3,176,0
0,122,00,1,1363219652,959,0,2195,0,4,3,177,2
0,20,23,1,1363215662,172,0,274,0,4,2,119,0
0,326,19,1,1363203266,1268,0,3336,0,4,2,293,4
0,90,18,1,1363199502,598,0,1332,0,4,2,157,2
1,54,16,0,1363192541,80,0,257,0,4,2,223,2
0,12,14,1,1363185085,16,0,61,0,4,2,209,2
0,93,13,1,1363181064,176,0,242,0,4,2,131,0
0,115,23,1,1363130311,848,0,809,0,4,1,192,2
0,21,22,1,1363127369,130,0,408,0,4,1,284,4
1,44,20,0,1363121733,82,0,337,0,4,1,331,2
0,44,19,1,1363115904,234,0,334,0,4,1,138,0
0,66,17,1,1363108735,887,0,1238,0,4,1,186,2
0,29,16,1,1363105778,107,0,198,0,4,1,195,0
0,103,14,1,1363098141,596,0,629,0,4,1,288,2
0,72,12,1,1363092947,1076,0,1169,0,4,1,134,0
0,171,00,1,1363046594,1039,0,900,0,4,1,119,0
1,38,22,0,1363040177,94,0,360,0,4,0,185,0
0,149,19,0,1363031020,301,1,710,0,4,0,209,2
0,58,18,1,1363026448,259,0,820,0,4,0,297,2
0,113,14,1,1363011450,6809,0,2625,0,4,0,124,0
0,22,13,1,1363007131,96,0,238,0,4,0,250,1
0,125,14,1,1362925310,480,0,477,0,4,6,343,2
0,24,17,1,1362848852,117,0,304,0,4,5,301,4
0,68,23,1,1362785561,354,0,635,0,4,4,207,0
0,81,21,1,1362776854,242,0,306,0,4,4,237,2
1,48,19,0,1362772586,305,0,427,0,4,4,121,0
0,12,18,1,1362767459,364,0,310,0,4,4,91,0
0,53,16,1,1362760480,486,0,1126,0,4,4,263,3
0,20,15,1,1362757118,185,0,336,0,4,4,287,2
0,75,13,1,1362750964,110,0,386,0,4,4,279,2
1,37,04,0,1362717060,97,0,294,0,4,4,226,0
0,134,23,1,1362698129,797,0,1636,0,4,3,316,4
0,76,21,1,1362691866,252,0,394,0,4,3,160,0
0,68,19,1,1362683410,336,0,491,0,4,3,232,4
1,25,18,0,1362680168,146,0,265,0,4,3,101,0
1,174,16,0,1362673371,256,0,469,0,2,3,177,0
0,86,14,1,1362666551,203,0,210,0,4,3,231,0
0,84,00,1,1362616061,365,0,360,0,4,3,177,0
0,17,00,1,1362614400,160,0,313,0,4,3,122,0
0,39,23,1,1362611779,128,0,227,0,4,2,199,2
0,107,21,1,1362606416,287,0,236,0,4,2,173,0
0,81,20,1,1362601933,207,0,577,0,4,2,321,2
0,39,17,1,1362591550,123,0,267,0,4,2,249,2
0,59,14,1,1362580764,451,0,692,0,4,2,209,0
0,380,22,1,1362521917,896,0,1360,0,4,1,151,2
0,112,20,1,1362513859,1457,0,1497,0,4,1,237,2
0,110,18,1,1362506932,966,0,1852,0,4,1,203,3
0,32,17,1,1362503070,187,0,330,0,4,1,239,2
1,106,15,0,1362496559,99,0,328,0,4,1,237,2
1,138,00,0,1362444378,292,0,500,0,4,1,208,2
0,60,23,1,1362440118,440,0,670,0,4,0,198,2
1,138,21,0,1362433092,252,0,1013,0,4,0,319,2
0,263,19,1,1362425750,772,0,731,0,4,0,239,2
0,41,17,1,1362418136,106,0,170,0,4,0,187,2
0,48,15,1,1362410540,469,0,677,0,4,0,122,0
0,13,14,1,1362406993,38,0,136,0,4,0,120,0
1,124,22,0,1362351134,1319,0,3567,0,4,6,210,0
0,133,12,1,1362312653,401,0,695,0,4,6,227,2
0,12,19,1,1362252465,87,0,244,0,4,5,133,0
0,57,12,1,1362225747,221,0,900,0,4,5,143,0
0,428,23,1,1362179116,4756,0,3592,0,4,4,186,0
0,140,21,1,1362171849,621,0,394,0,4,4,200,0
1,52,19,0,1362165529,229,0,267,0,4,4,79,0
0,52,18,1,1362164013,42,0,167,0,4,4,152,2
1,26,18,0,1362161326,52,0,111,0,4,4,241,0
1,48,15,0,1362151969,181,0,782,0,4,4,237,0
0,142,13,1,1362146098,298,0,727,0,4,4,327,2
0,47,01,1,1362100472,103,0,246,0,4,4,265,4
0,152,23,1,1362094975,983,0,1598,0,4,3,217,0
0,62,20,1,1362084082,575,0,1226,0,4,3,281,2
1,88,19,0,1362078594,202,0,265,0,4,3,262,0
0,50,17,1,1362073263,305,0,382,0,4,3,239,2
0,103,14,1,1362062484,506,0,1132,0,4,3,133,0
1,166,01,0,1362013308,220,0,416,0,4,3,245,2
0,224,23,1,1362008023,1043,0,1625,0,4,2,235,2
1,117,21,0,1362001041,515,0,1076,0,4,2,328,2
1,169,19,0,1361994745,76,0,193,0,2,2,332,4
0,60,17,1,1361986084,287,0,646,0,4,2,268,2
0,54,14,0,1361977114,89,1,294,0,4,2,145,0
0,70,03,1,1361935759,175,0,625,0,4,2,195,2
0,72,00,1,1361925047,90,0,188,0,4,2,123,0
0,37,22,1,1361917678,465,0,585,0,4,1,145,0
1,210,20,0,1361911207,148,0,310,0,4,1,257,2
0,178,18,1,1361904508,1236,0,1410,0,4,1,227,4
0,35,17,1,1361899624,177,0,174,0,4,1,189,0
1,49,14,0,1361888648,448,0,630,0,4,1,159,0
0,32,00,1,1361839460,501,0,634,0,4,1,205,2
1,192,23,0,1361834131,186,0,353,0,4,0,268,2
0,57,20,1,1361823847,535,0,615,0,4,0,172,0
0,134,18,0,1361818392,279,1,202,0,4,0,223,2
0,46,17,1,1361813571,66,0,456,0,4,0,196,4
0,57,15,1,1361805901,404,0,489,0,4,0,192,0
1,155,23,0,1361749758,346,0,477,0,4,6,149,0
0,263,17,1,1361728476,111,0,279,0,4,6,251,2
1,219,18,0,1361643027,413,0,483,0,4,5,252,2
0,312,00,1,1361581040,258,0,572,0,4,5,186,2
1,234,23,0,1361575952,300,0,421,0,4,4,184,2
0,186,21,1,1361570388,492,0,1403,0,4,4,261,4
0,202,20,1,1361564322,298,0,402,0,4,4,127,0
0,294,17,1,1361554769,2236,0,2102,0,4,4,176,0
0,106,14,1,1361543410,143,0,299,0,4,4,227,0
0,85,00,1,1361491505,223,0,388,0,4,4,249,4
0,66,23,1,1361488298,223,0,694,0,4,3,188,2
0,270,21,1,1361481044,548,0,844,0,4,3,248,4
0,175,19,1,1361474826,259,0,355,0,4,3,254,2
0,43,18,1,1361470266,107,0,406,0,4,3,224,2
0,181,14,1,1361455575,115,0,284,0,4,3,233,2
0,216,00,1,1361407774,581,0,956,0,4,3,240,2
0,23,20,1,1361391444,60,0,149,0,4,2,156,0
0,126,18,1,1361383642,493,0,566,0,4,2,206,2
0,85,15,1,1361375894,610,0,804,0,4,2,128,0
0,23,14,1,1361371403,125,0,233,0,4,2,244,4
0,420,00,1,1361320384,5279,0,6425,0,4,2,246,2
1,174,23,0,1361316098,530,0,973,0,4,1,223,2
0,38,20,1,1361304503,388,0,549,0,4,1,319,3
0,133,17,1,1361296564,1381,0,1376,0,4,1,250,2
0,38,16,1,1361291678,172,0,201,0,4,1,176,2
0,68,20,1,1361219963,1048,0,1583,0,4,0,161,2
1,138,17,0,1361120649,359,0,837,0,4,6,179,0
0,111,19,1,1361042941,1250,0,1200,0,4,5,215,0
0,33,00,1,1360974569,104,0,524,0,4,5,162,2
0,68,23,1,1360969989,689,0,1784,0,4,4,232,2
0,90,20,1,1360959513,878,0,891,0,4,4,154,0
1,35,18,0,1360954619,505,0,400,0,4,4,210,2
0,142,15,1,1360943587,1043,0,1262,0,4,4,201,2
1,58,00,0,1360888438,149,0,311,0,4,4,131,0
0,47,22,1,1360882487,890,0,1385,0,4,3,166,0
0,135,19,1,1360869970,191,0,255,0,4,3,270,2
0,19,17,1,1360863789,17,0,85,0,4,3,326,4
0,55,15,1,1360854460,391,0,927,0,4,3,204,4
0,79,13,1,1360850327,367,0,526,0,4,3,266,2
0,44,00,1,1360802318,193,0,218,0,4,3,197,0
1,92,00,0,1360801228,94,0,253,0,4,3,219,2
0,191,21,1,1360791364,1380,0,2205,0,4,2,168,0
1,71,19,0,1360784381,511,0,1267,0,4,2,195,0
0,86,17,1,1360777161,267,0,264,0,4,2,143,0
0,19,15,1,1360769609,400,0,451,0,4,2,186,0
0,34,14,0,1360764367,140,1,213,0,4,2,112,0
0,346,03,1,1360726554,93,0,542,0,4,2,411,4
0,213,23,1,1360713434,1825,0,976,0,4,1,251,2
0,48,21,1,1360703286,491,0,894,0,4,1,310,2
0,165,18,1,1360694361,2668,0,3606,0,4,1,131,0
0,42,17,1,1360688622,204,0,491,0,4,1,159,2
0,31,15,1,1360682550,88,0,216,0,4,1,367,2
0,16,14,1,1360677782,70,0,179,0,4,1,237,0
0,130,01,1,1360631270,373,0,437,0,4,1,384,4
1,35,23,0,1360625016,61,0,226,0,4,0,74,0
0,223,21,1,1360619788,497,0,1205,0,4,0,271,4
1,91,20,0,1360615455,205,0,371,0,4,0,266,2
0,35,18,1,1360607139,162,0,326,0,4,0,207,2
0,25,15,1,1360598216,87,0,181,0,4,0,233,2
0,231,13,1,1360590110,1650,0,634,0,4,0,276,2
1,82,04,0,1360557393,168,0,626,0,4,0,133,0
0,56,21,1,1360446085,475,0,960,0,4,5,236,2
0,23,18,1,1360434276,162,0,636,0,4,5,161,2
0,31,03,1,1360379169,79,0,392,0,4,5,141,0
0,179,00,1,1360371194,1928,0,1750,0,4,5,97,0
0,49,23,1,1360365581,295,0,817,0,4,4,232,4
0,27,21,1,1360359075,224,0,539,0,4,4,240,4
0,12,19,1,1360353170,218,0,265,0,4,4,177,0
0,76,17,1,1360345754,282,0,508,0,4,4,182,2
0,89,15,1,1360336730,423,0,483,0,4,4,179,3
1,100,23,0,1360278839,133,0,376,0,4,3,129,0
0,250,20,1,1360270565,222,0,692,0,4,3,180,2
0,308,18,1,1360263462,955,0,1314,0,4,3,246,4
0,39,15,1,1360250125,90,0,353,0,4,3,282,2
1,24,00,0,1360195404,60,0,181,0,4,3,137,0
0,85,20,1,1360183495,86,0,409,0,4,2,278,2
0,101,19,1,1360177683,453,0,908,0,4,2,200,2
0,83,16,1,1360167492,203,0,324,0,4,2,279,4
1,252,15,0,1360163634,145,0,324,0,4,2,138,0
0,16,13,1,1360158760,99,0,298,0,4,2,340,3
1,15,00,0,1360112285,88,0,237,0,4,2,170,0
0,57,23,1,1360106443,285,0,739,0,4,1,186,2
0,23,21,1,1360100408,112,0,216,0,4,1,209,0
0,33,19,1,1360094148,387,0,512,0,4,1,213,2
1,20,18,0,1360088322,126,0,363,0,4,1,111,0
0,62,17,1,1360084050,63,0,134,0,4,1,245,2
0,41,14,1,1360075129,490,0,779,0,4,1,271,2
0,56,00,1,1360025923,134,0,239,0,4,1,194,2
0,31,00,1,1360022896,267,0,484,0,4,1,118,0
0,51,21,1,1360014187,422,0,899,0,4,0,277,3
1,51,20,0,1360008421,810,0,463,0,4,0,275,2
0,208,17,1,1359998608,1394,0,1912,0,4,0,216,3
0,41,15,1,1359990382,279,0,329,0,4,0,159,2
0,140,04,1,1359950434,273,0,1197,0,4,0,322,3
0,18,14,1,1359901937,169,0,248,0,4,6,172,2
0,110,02,1,1359857937,256,0,690,0,4,6,177,2
0,220,14,0,1359814371,364,1,474,0,4,5,286,2
0,39,23,1,1359762704,150,0,238,0,4,4,194,2
1,17,22,0,1359759463,112,0,350,0,4,4,122,0
0,22,21,1,1359753678,66,0,189,0,4,4,222,4
0,105,19,1,1359747228,332,0,577,0,4,4,383,4
1,20,18,0,1359743377,54,0,221,0,4,4,271,2
0,77,15,1,1359732334,155,0,270,0,4,4,261,0
0,109,01,1,1359683281,25,0,101,0,4,4,162,0
0,152,23,1,1359673726,952,0,1183,0,4,3,135,0
1,146,21,0,1359666362,375,0,670,0,4,3,242,0
1,53,19,0,1359661907,154,0,279,0,4,3,296,2
0,42,17,1,1359652910,739,0,668,0,4,3,207,2
1,46,16,0,1359648733,20,0,158,0,4,3,245,0
0,20,00,1,1359593850,94,0,182,0,4,3,166,2
1,169,21,0,1359580609,181,0,392,0,4,2,289,2
1,65,19,0,1359575846,181,0,215,0,4,2,155,0
0,23,18,1,1359571777,219,0,352,0,4,2,232,2
0,108,17,1,1359565450,243,0,470,0,4,2,156,4
1,109,23,0,1359501750,834,0,1197,0,4,1,229,0
0,47,20,1,1359491995,668,0,903,0,4,1,151,0
0,50,19,1,1359487376,271,0,332,0,4,1,189,2
0,68,17,1,1359480477,373,0,759,0,4,1,244,2
0,33,15,1,1359473361,184,0,349,0,4,1,213,2
0,34,01,1,1359421336,325,0,798,0,4,1,172,2
0,34,23,1,1359415966,227,0,348,0,4,0,139,0
0,99,21,1,1359407337,40,0,167,0,4,0,161,0
1,109,19,0,1359399611,136,0,491,0,4,0,256,2
1,65,16,0,1359391161,58,0,278,0,4,0,241,0
0,96,14,0,1359384308,118,1,203,0,4,0,81,0
1,17,15,0,1359299829,94,0,242,0,4,6,125,0
0,129,16,1,1359219210,289,0,855,0,4,5,178,4
1,21,23,0,1359157841,78,0,186,0,4,4,176,2
1,74,21,0,1359148702,512,0,879,0,4,4,181,2
0,62,19,1,1359143728,448,0,693,0,4,4,312,4
0,75,17,1,1359135859,657,0,783,0,4,4,152,0
0,99,16,1,1359129965,519,0,706,0,4,4,180,0
1,100,14,0,1359125011,385,0,1105,0,4,4,142,0
0,5,10,1,1359108032,44,0,138,0,4,4,174,0
0,234,01,1,1359077122,348,0,998,0,4,4,200,4
1,107,23,0,1359070013,576,0,1060,0,4,3,130,0
1,75,19,0,1359057095,488,0,763,0,4,3,254,13
0,370,17,1,1359048127,2306,0,2806,0,4,3,201,2
0,28,14,1,1359037528,248,0,395,0,4,3,92,0
0,67,00,1,1358986752,864,0,1971,0,4,3,157,2
0,60,23,1,1358982612,581,0,729,0,4,2,317,4
1,220,21,0,1358974968,227,0,680,0,4,2,266,2
0,93,19,1,1358967953,1474,0,1727,0,4,2,240,2
0,22,17,1,1358963877,113,0,293,0,4,2,290,4
0,16,14,1,1358952820,200,0,323,0,4,2,227,2
0,111,00,1,1358902787,1260,0,2061,0,4,2,232,2
0,221,23,1,1358896967,338,0,454,0,4,1,173,2
0,55,21,1,1358888989,540,0,615,0,4,1,130,0
0,157,19,1,1358883549,910,0,766,0,4,1,229,2
0,56,17,1,1358877061,60,0,157,0,4,1,132,0
0,51,14,1,1358866557,291,0,390,0,4,1,160,3
0,203,00,1,1358814300,683,0,1908,0,4,1,158,2
1,119,23,0,1358811834,147,0,804,0,4,0,224,0
0,123,19,1,1358797805,361,0,1112,0,4,0,228,2
0,2,18,0,1358791926,1,1,28,0,4,0,78,0
0,258,17,1,1358789596,416,0,1410,0,4,0,336,2
0,261,15,1,1358783676,163,0,757,0,4,0,308,4
1,112,15,0,1358695911,120,0,333,0,4,6,266,2
0,30,15,0,1358608544,127,1,191,0,4,5,308,0
0,221,19,1,1358536791,93,0,261,0,4,4,256,2
0,38,17,1,1358531622,205,0,702,0,4,4,187,2
0,129,14,1,1358519690,292,0,761,0,4,4,283,4
1,25,13,0,1358515054,36,0,136,0,4,4,222,0
0,80,00,1,1358470791,94,0,190,0,4,4,283,4
0,220,23,1,1358464368,774,0,993,0,4,3,186,2
0,13,21,1,1358457973,67,0,166,0,4,3,160,2
0,4,20,1,1358453643,21,0,63,0,4,3,133,0
0,524,17,1,1358444805,663,0,497,0,4,3,242,4
0,14,15,1,1358437653,30,0,111,0,4,3,294,3
0,70,13,1,1358429393,22,0,63,0,4,3,303,2
0,66,00,1,1358384152,308,0,528,0,4,3,282,4
0,102,23,1,1358379334,352,0,1238,0,4,2,267,4
0,11,21,1,1358371780,93,0,211,0,4,2,189,0
0,63,19,1,1358363366,543,0,508,0,4,2,270,2
0,269,17,1,1358358513,193,0,729,0,4,2,264,4
0,24,15,0,1358349877,104,1,149,0,4,2,134,0
0,94,01,1,1358298190,236,0,530,0,4,2,241,4
0,78,23,1,1358294025,368,0,470,0,4,1,187,0
0,46,21,1,1358286103,156,0,358,0,4,1,117,2
0,188,20,1,1358280113,748,0,899,0,4,1,206,2
0,39,18,1,1358276255,267,0,444,0,4,1,148,2
0,59,16,1,1358269171,362,0,569,0,4,1,184,2
0,118,14,1,1358261264,4745,0,2973,0,4,1,124,0
1,138,01,0,1358211918,85,0,253,0,4,1,155,0
0,42,23,1,1358205589,171,0,327,0,4,0,158,2
0,11,22,1,1358201583,32,0,110,0,4,0,214,4
0,84,21,1,1358197909,77,0,92,0,4,0,343,4
1,95,19,0,1358192846,81,0,282,0,4,0,110,0
0,43,18,1,1358187873,160,0,450,0,4,0,176,4
0,16,15,1,1358177818,222,0,289,0,4,0,162,2
0,108,14,0,1358172801,99,1,211,0,4,0,280,0
0,178,04,1,1358138947,777,0,934,0,4,0,222,2
1,58,22,0,1358115035,276,0,447,0,4,6,200,0
1,110,18,0,1358101038,253,0,475,0,4,6,291,2
0,202,16,1,1358009148,1121,0,1881,0,4,5,327,4
0,57,00,1,1357950958,159,0,243,0,4,5,205,2
1,125,23,0,1357946159,601,0,561,0,4,4,114,0
0,173,21,1,1357938479,726,0,1625,0,4,4,159,2
0,59,19,1,1357933967,183,0,462,0,4,4,214,5
1,14,19,0,1357931701,23,0,88,0,4,4,122,0
0,230,18,1,1357928663,211,0,347,0,4,4,117,2
0,56,16,1,1357921478,159,0,258,0,4,4,210,0
0,9,15,0,1357917080,25,1,123,0,4,4,159,0
0,158,00,1,1357865192,783,0,697,0,4,4,197,2
0,90,23,1,1357859614,314,0,560,0,4,3,223,2
0,155,21,1,1357852292,354,0,689,0,4,3,228,3
1,341,19,0,1357847917,66,0,642,0,4,3,183,0
0,35,17,1,1357839931,74,0,129,0,4,3,163,2
1,23,16,0,1357835880,3,0,59,0,4,3,160,0
0,162,15,1,1357831538,625,0,581,0,4,3,139,0
1,148,14,0,1357826803,186,0,528,0,4,3,316,2
0,98,23,1,1357775743,239,0,515,0,4,2,132,2
0,78,22,1,1357771104,411,0,868,0,4,2,188,2
0,64,21,1,1357765802,37,0,86,0,4,2,275,4
0,59,20,1,1357761702,292,0,411,0,4,2,195,2
0,43,17,1,1357751834,115,0,142,0,4,2,131,2
1,17,15,0,1357745575,210,0,322,0,4,2,294,2
0,42,02,0,1357698753,87,1,307,0,4,2,246,0
0,50,00,1,1357692277,103,0,164,0,4,2,154,0
0,171,22,1,1357685365,205,0,438,0,4,1,198,4
0,98,21,1,1357680876,646,0,1144,0,4,1,204,2
1,23,19,0,1357673259,197,0,476,0,4,1,147,0
0,51,16,1,1357663973,316,0,554,0,4,1,149,2
0,45,15,1,1357659207,518,0,760,0,4,1,123,0
1,31,14,0,1357656695,71,0,154,0,4,1,178,0
0,26,00,1,1357605862,144,0,269,0,4,1,270,4
0,63,23,1,1357602868,366,0,764,0,4,0,216,2
1,126,21,0,1357594039,338,0,650,0,4,0,228,0
0,66,19,1,1357586268,536,0,551,0,4,0,158,0
0,141,14,0,1357569368,76,1,206,0,4,0,122,0
1,219,00,0,1357432983,407,0,598,0,4,6,226,0
0,110,02,1,1357354051,546,0,378,0,4,5,190,0
1,85,23,0,1357342659,534,0,1319,0,4,4,164,0
0,81,21,1,1357335242,1017,0,1497,0,4,4,209,2
0,121,20,1,1357330588,84,0,171,0,4,4,260,4
0,120,17,1,1357321788,814,0,2081,0,4,4,238,2
0,30,15,0,1357313152,56,1,161,0,4,4,185,0
0,18,00,1,1357259339,67,0,140,0,4,4,190,2
1,116,23,0,1357255551,220,0,214,0,4,3,224,2
0,52,21,1,1357249924,413,0,418,0,4,3,170,0
0,66,19,1,1357241625,297,0,750,0,4,3,166,0
1,11,17,0,1357235399,56,0,175,0,4,3,136,0
0,40,15,1,1357227756,123,0,168,0,4,3,231,0
1,90,14,0,1357223712,20,0,180,0,4,3,152,0
0,235,00,1,1357173964,2536,0,1927,0,4,3,126,0
0,196,23,1,1357169035,275,0,1284,0,4,2,289,4
0,113,21,1,1357161010,554,0,651,0,4,2,152,0
0,11,19,1,1357156797,131,0,126,0,4,2,135,0
0,8,18,1,1357152790,75,0,191,0,4,2,146,2
1,55,17,0,1357147067,354,0,821,0,4,2,209,2
1,27,13,0,1357132446,98,0,231,0,4,2,158,0
0,38,17,1,1357061209,242,0,1354,0,4,1,190,4
0,46,02,1,1357007832,85,0,347,0,4,1,254,2
0,33,19,1,1356983669,101,0,248,0,4,0,222,2
1,32,18,0,1356979117,155,0,491,0,4,0,191,0
0,80,16,1,1356970005,132,0,243,0,4,0,279,2
0,108,17,1,1356887227,763,0,939,0,4,6,238,0
1,157,16,0,1356798390,213,0,470,0,4,5,296,2
0,54,23,1,1356738816,342,0,468,0,4,4,177,2
0,47,21,1,1356729663,137,0,375,0,4,4,226,4
1,73,18,0,1356720983,38,0,175,0,4,4,232,2
1,18,16,0,1356710930,51,0,172,0,4,4,114,0
1,63,23,0,1356651860,238,0,598,0,4,3,106,0
0,135,21,1,1356643767,389,0,483,0,4,3,81,0
0,18,21,1,1356642090,149,0,401,0,4,3,218,4
0,143,19,1,1356635486,996,0,1170,0,4,3,189,2
0,5,17,1,1356629500,35,0,108,0,4,3,169,2
0,267,23,1,1356566214,1437,0,1874,0,4,2,162,2
0,174,21,1,1356557066,798,0,747,0,4,2,104,0
1,41,20,0,1356552049,246,0,537,0,4,2,133,2
0,40,18,1,1356545532,585,0,893,0,4,2,175,0
0,168,15,1,1356537153,1292,0,1768,0,4,2,215,2
0,36,16,1,1356454562,242,0,875,0,4,1,181,4
0,54,02,1,1356403174,87,0,231,0,4,1,319,4
1,61,23,0,1356390258,85,0,346,0,4,0,145,2
0,123,21,1,1356384954,361,0,1324,0,4,0,171,2
0,84,19,1,1356377555,934,0,2437,0,4,0,168,2
0,49,17,1,1356370473,129,0,215,0,4,0,310,2
0,12,14,1,1356361003,115,0,285,0,4,0,135,2
1,72,19,0,1356291943,54,0,178,0,4,6,221,4
1,28,17,0,1356198080,81,0,305,0,4,5,184,2
0,13,14,1,1356186070,154,0,487,0,4,5,214,2
1,57,23,0,1356131441,58,0,229,0,4,4,226,2
0,117,21,1,1356124638,275,0,783,0,4,4,184,4
0,299,19,1,1356117673,643,0,584,0,4,4,151,2
1,686,16,0,1356108904,229,0,1089,0,4,4,251,2
1,73,23,0,1356047975,109,0,360,0,4,3,131,0
0,33,23,1,1356045139,69,0,227,0,4,3,226,4
0,51,21,1,1356040018,115,0,244,0,4,3,141,0
1,283,20,0,1356034642,204,0,208,0,4,3,242,2
0,158,18,1,1356028383,315,0,444,0,4,3,233,2
0,20,16,1,1356020476,151,0,386,0,4,3,138,2
1,57,00,0,1355964588,88,0,313,0,4,3,127,0
1,31,23,0,1355958968,168,0,476,0,4,2,128,2
0,9,21,1,1355952202,85,0,180,0,4,2,245,2
0,965,19,1,1355944248,998,0,3258,0,4,2,141,2
1,181,16,0,1355933663,659,0,1626,0,4,2,435,4
0,22,15,0,1355929518,61,0,202,1,1,2,183,0
0,33,02,0,1355884552,70,1,160,0,4,2,202,0
0,203,00,1,1355878557,1155,0,5013,0,4,2,282,3
1,109,23,0,1355872561,137,0,277,0,4,1,211,2
0,34,21,1,1355865343,263,0,493,0,4,1,144,2
1,126,19,0,1355858333,816,0,465,0,4,1,194,0
0,134,17,1,1355850406,321,0,931,0,4,1,204,2
1,27,15,0,1355845798,63,0,149,0,4,1,244,2
0,61,14,1,1355842119,397,0,467,0,4,1,345,4
1,114,00,0,1355791388,169,0,1461,0,4,1,102,0
0,26,23,1,1355788388,135,0,342,0,4,0,231,3
1,82,21,0,1355779268,194,0,343,0,4,0,305,2
1,393,19,0,1355772168,330,0,1621,0,4,0,271,0
0,237,16,1,1355760172,965,0,1323,0,4,0,115,0
1,558,14,0,1355754905,116,0,810,0,4,0,289,2
1,63,21,0,1355693989,123,0,374,0,4,6,135,0
