status,comments,hour,photo,age,shares,link,likes,video,string_length,type,day,newlines
0,12,14,1,1324285643,0,0,100,0,28,3,0,0
0,41,23,1,1324231546,2,0,156,0,21,3,6,0
0,41,20,1,1324134468,3,0,137,0,54,3,5,0
0,11,12,1,1324104763,2,0,95,0,37,3,5,0
0,22,13,1,1324023433,4,0,84,0,35,3,4,0
0,21,01,1,1323978840,3,0,62,0,240,3,4,3
0,55,17,1,1323948929,1,0,91,0,263,3,3,0
0,8,14,1,1323939902,1,0,97,0,82,3,3,2
0,10,17,1,1323862610,0,0,104,0,51,3,2,1
0,16,14,1,1323852433,1,0,55,0,98,3,2,0
0,48,20,1,1323790182,1,0,88,0,178,3,1,2
0,11,16,1,1323774999,4,0,82,0,56,3,1,0
0,16,01,0,1323720675,1,1,43,0,84,4,1,0
0,157,18,1,1323693192,2,0,102,0,124,3,0,2
0,15,13,1,1323676431,1,0,101,0,31,3,0,0
0,211,23,1,1323539325,1,0,68,0,100,3,5,0
0,487,18,1,1323522874,3,0,125,0,120,3,5,2
0,729,20,0,1323443189,2,1,66,0,179,4,4,2
0,544,15,1,1323426196,2,0,79,0,43,3,4,0
0,146,12,1,1323412820,12,0,111,0,74,3,4,0
0,330,22,1,1323363987,23,0,104,0,43,3,3,0
0,308,17,1,1323347209,21,0,83,0,34,3,3,0
0,303,04,0,1323297942,19,1,72,0,105,4,3,0
0,85,18,1,1323263806,25,0,101,0,62,3,2,1
0,130,13,1,1323245032,26,0,78,0,97,3,2,1
0,526,03,1,1323123125,33,0,90,0,84,3,1,0
0,80,01,1,1323116255,14,0,61,0,21,3,1,0
0,185,23,1,1323106352,14,0,71,0,69,3,0,0
0,167,15,1,1323080837,20,0,79,0,110,3,0,1
0,314,12,1,1323068047,11,0,64,0,117,3,0,1
0,119,00,1,1323024378,15,0,86,0,104,3,0,0
0,201,17,1,1322998354,12,0,101,0,40,3,6,0
0,62,17,1,1322913443,12,0,94,0,110,3,5,1
0,331,13,1,1322897919,16,0,80,0,122,3,5,1
0,97,03,1,1322863373,11,0,66,0,20,3,5,0
0,277,19,1,1322832702,25,0,125,0,32,3,4,0
0,47,15,1,1322819081,19,0,67,0,86,3,4,0
0,99,12,1,1322807708,18,0,69,0,170,3,4,2
0,68,01,1,1322771360,14,0,65,0,13,3,4,0
0,82,13,1,1322727098,19,0,81,0,164,3,3,1
0,46,01,1,1322682013,2,0,64,0,50,3,3,0
0,82,21,1,1322669546,24,0,105,0,98,3,2,1
0,46,13,1,1322640381,12,0,75,0,99,3,2,1
0,51,00,1,1322593282,11,0,74,0,56,3,2,1
0,19,19,1,1322574590,1,0,74,0,22,3,1,0
0,36,11,1,1322545468,4,0,52,0,233,3,1,1
0,117,19,1,1322488022,3,0,74,0,236,3,0,5
0,52,13,1,1322466231,15,0,98,0,29,3,0,0
0,13,01,1,1322424421,1,0,72,0,21,3,0,0
0,22,02,1,1322342352,1,0,78,0,26,3,6,0
0,24,15,1,1322301553,2,0,90,0,22,3,5,0
0,25,02,1,1322256389,0,0,60,0,53,3,5,0
0,40,12,1,1322205696,4,0,86,0,25,3,4,0
0,34,10,1,1322195585,3,0,61,0,103,3,4,0
0,29,23,1,1322158155,2,0,82,0,47,3,3,0
0,47,18,0,1322138272,0,0,93,1,168,1,3,2
0,15,10,1,1322111535,1,0,69,0,99,3,3,0
0,17,20,1,1322058631,20,0,102,0,93,3,2,1
0,111,16,1,1322047674,2,0,67,0,102,3,2,0
0,38,17,1,1321964158,0,0,60,0,196,3,1,2
0,15,09,1,1321935254,1,0,85,0,44,3,1,1
0,12,23,1,1321898793,1,0,56,0,94,3,0,1
0,9,13,1,1321776021,14,0,112,0,92,3,6,1
0,22,19,1,1321626020,0,0,93,0,53,3,4,0
0,18,14,1,1321607699,2,0,73,0,12,3,4,0
0,3,09,0,1321588889,0,1,32,0,79,4,4,0
0,15,12,1,1321513586,1,0,72,0,72,3,3,0
0,24,17,1,1321446225,0,0,55,0,131,3,2,0
0,15,11,0,1321424542,0,1,63,0,116,4,2,0
0,8,23,1,1321380020,2,0,87,0,96,3,1,0
0,146,00,0,1321296275,1,1,50,0,119,4,1,1
0,128,17,1,1321271658,0,0,69,0,76,3,0,0
0,30,08,1,1321239111,2,0,69,0,146,3,0,2
0,38,13,1,1321170892,11,0,122,0,51,3,6,0
0,18,00,0,1321123704,0,1,55,0,29,4,6,0
0,73,17,1,1321100450,3,0,85,0,241,3,5,1
0,50,14,1,1321087192,0,0,91,0,49,3,5,0
0,48,14,1,1321000398,4,0,124,0,38,3,4,0
0,50,00,1,1320952202,0,0,67,0,202,3,4,0
0,39,14,1,1320914472,0,0,83,0,22,3,3,0
0,119,11,0,1320905695,1,1,104,0,162,4,3,0
0,89,20,1,1320849798,0,0,131,0,17,3,2,0
0,127,11,1,1320818026,2,0,56,0,216,3,2,1
0,23,00,1,1320777655,1,0,83,0,70,3,2,0
0,40,11,1,1320731814,3,0,119,0,24,3,1,0
0,73,23,1,1320688614,2,0,87,0,74,3,0,1
0,51,15,1,1320661276,1,0,61,0,136,3,0,1
0,58,12,1,1320649953,1,0,88,0,124,3,0,4
0,59,11,1,1320559097,4,0,98,0,75,3,6,0
0,36,14,1,1320482691,2,0,87,0,29,3,5,0
0,41,10,0,1320469483,3,1,64,0,266,4,5,1
0,57,00,1,1320433992,11,0,73,0,136,3,5,0
0,70,16,1,1320403498,1,0,48,0,245,3,4,2
1,35,14,0,1320396605,0,0,39,0,207,2,4,0
0,20,01,1,1320349799,0,0,56,0,122,3,4,1
0,17,20,1,1320332954,0,0,53,0,169,3,3,2
0,11,14,0,1320310011,11,0,53,1,90,1,3,0
0,28,11,1,1320301578,1,0,45,0,113,3,3,2
0,20,17,0,1320235620,1,1,47,0,225,4,2,1
0,20,08,1,1320204412,2,0,67,0,10,3,2,0
0,18,02,1,1320180020,2,0,44,0,112,3,2,0
0,68,14,1,1320137711,1,0,61,0,79,3,1,0
0,24,10,1,1320124332,0,0,38,0,59,3,1,0
0,9,08,1,1320031796,0,0,45,0,158,3,0,1
0,18,00,1,1320002736,3,0,53,0,64,3,0,0
0,25,17,1,1319977239,14,0,136,0,158,3,6,0
0,7,15,1,1319883244,1,0,71,0,43,3,5,0
0,22,10,0,1319865729,2,0,46,1,143,1,5,0
0,15,23,0,1319823037,0,0,45,1,174,1,4,0
0,7,16,0,1319800655,0,1,29,0,134,4,4,1
0,35,11,0,1319780113,16,0,99,1,119,1,4,0
0,15,20,1,1319727189,2,0,69,0,33,3,3,0
0,9,16,0,1319714883,2,1,36,0,163,4,3,0
0,12,12,0,1319697414,1,1,35,0,419,4,3,6
0,31,22,1,1319387716,0,0,48,0,86,3,6,0
0,18,12,1,1319354186,1,0,49,0,45,3,6,0
1,25,08,0,1319252084,0,0,37,0,62,2,5,0
1,34,01,0,1319227828,0,0,42,0,98,2,5,1
0,31,12,1,1319179149,2,0,41,0,74,3,4,0
0,122,19,1,1319120013,2,0,43,0,158,4,3,0
0,44,19,1,1319118993,1,0,36,0,69,3,3,0
0,10,10,0,1319085196,0,1,27,0,81,4,3,1
0,35,00,1,1319049471,3,0,34,0,125,3,3,1
0,46,14,1,1319016235,12,0,115,0,15,3,2,0
0,35,23,1,1318960654,2,0,33,0,100,3,1,0
0,113,11,1,1318831500,1,0,37,0,339,4,0,4
0,9,20,1,1318691246,0,0,60,0,44,3,5,0
0,18,12,0,1318661131,0,1,14,0,104,4,5,0
1,34,01,0,1318622812,0,0,32,0,77,2,5,1
0,13,23,1,1318614625,3,0,68,0,116,4,4,1
0,11,18,0,1318596359,2,0,31,1,63,1,4,0
0,7,01,1,1318362262,1,0,39,0,78,3,2,0
1,31,10,0,1318309749,0,0,30,0,194,2,1,0
0,5,01,1,1318275963,1,0,36,0,136,3,1,2
0,102,18,1,1318252817,0,0,39,0,84,3,0,0
0,146,00,1,1318186079,0,0,32,0,34,3,0,0
0,34,21,0,1318175796,0,1,52,0,122,4,6,0
0,52,00,1,1318099851,0,0,42,0,32,3,6,0
0,41,00,1,1318014356,0,0,23,0,53,3,5,0
0,126,01,1,1317929727,1,0,45,0,67,3,4,1
0,10,15,1,1317896605,0,0,21,0,82,3,3,1
0,18,08,0,1317868600,11,0,30,1,61,1,3,0
0,11,18,0,1317818824,0,1,20,0,250,4,2,0
1,11,13,0,1317800421,0,0,24,0,128,2,2,0
0,14,05,1,1317773414,0,0,15,0,49,3,2,0
0,18,00,1,1317754137,0,0,34,0,82,3,2,3
0,8,22,1,1317747836,0,0,16,0,155,3,1,0
0,3,17,1,1317728361,0,0,46,0,69,3,1,0
0,39,11,1,1317707745,0,0,16,0,227,3,1,1
0,9,10,0,1317617249,0,1,27,0,314,4,0,2
0,5,19,1,1317564756,1,0,30,0,139,3,6,0
0,5,10,1,1317532376,1,0,34,0,98,3,6,0
0,15,22,1,1317487656,1,0,30,0,107,3,5,0
0,10,10,1,1317445355,0,0,31,0,132,3,5,0
1,26,02,0,1317416892,0,0,48,0,43,2,5,0
0,7,16,1,1317381559,0,0,27,0,80,3,4,0
0,2,10,0,1317357517,0,1,15,0,101,4,4,0
0,17,23,1,1317318754,0,0,23,0,215,3,3,0
0,7,09,0,1317267671,0,1,14,0,168,4,3,0
0,2,11,1,1317191109,0,0,29,0,9,3,2,0
0,7,20,1,1317136163,0,0,30,0,199,3,1,0
0,0,12,0,1317107018,0,1,15,0,162,4,1,0
1,0,09,0,1317008141,0,0,19,0,91,2,0,0
0,2,22,1,1316968492,0,0,11,0,175,3,6,0
0,2,16,1,1316861110,0,0,24,0,66,3,5,0
0,3,11,0,1316842611,0,1,19,0,149,4,5,0
0,10,17,1,1316779687,0,0,33,0,132,3,4,2
0,3,11,0,1316755903,0,0,31,1,200,1,4,4
0,5,15,1,1316683890,3,0,21,0,78,3,3,0
0,12,12,0,1316673746,0,1,23,0,191,4,3,3
0,3,12,1,1316589260,0,0,22,0,54,3,2,0
0,8,01,1,1316547363,0,0,17,0,163,3,2,1
1,28,05,0,1316476487,0,0,21,0,109,2,1,0
0,11,23,1,1316455017,0,0,30,0,128,3,0,0
0,2,18,1,1316437427,0,0,21,0,268,3,0,0
0,2,13,1,1316417446,0,0,20,0,36,3,0,0
1,2,07,0,1316397867,0,0,24,0,54,2,0,0
0,7,01,1,1316375109,1,0,27,0,91,3,0,0
0,51,16,1,1316342460,0,0,43,0,232,3,6,0
0,5,23,1,1316282362,2,0,42,0,214,3,5,2
1,12,21,0,1316187584,0,0,33,0,267,2,4,0
0,10,15,1,1316168545,1,0,28,0,50,3,4,0
0,52,22,1,1316106321,1,0,38,0,244,3,3,0
1,11,18,0,1316091823,1,0,94,0,155,2,3,0
0,5,08,1,1316054622,0,0,35,0,203,3,3,0
0,9,02,1,1316034161,0,0,12,0,167,3,3,1
0,0,10,1,1315975047,0,0,26,0,44,3,2,0
0,1,07,0,1315878499,0,1,15,0,190,4,1,1
0,6,10,1,1315802948,0,0,25,0,121,3,0,0
0,3,23,1,1315676641,0,0,35,0,131,3,5,0
0,1,15,0,1315650235,1,0,24,1,146,1,5,0
0,0,00,1,1315595720,0,0,32,0,99,3,5,0
0,6,13,1,1315553648,0,0,37,0,67,3,4,0
1,2,13,0,1315470390,0,0,37,0,192,2,3,0
0,5,20,1,1315409094,0,0,48,0,150,3,2,0
0,2,16,1,1315307740,0,0,37,0,107,3,1,0
0,51,18,1,1315227356,0,0,42,0,238,3,0,0
0,4,00,1,1315163035,0,0,38,0,124,3,0,0
0,15,12,1,1315032175,0,0,56,0,30,3,5,0
0,1,18,0,1314969085,0,1,15,0,61,4,4,0
0,13,07,1,1314929371,0,0,72,0,14,3,4,0
0,10,01,1,1314907272,0,0,25,0,54,3,4,0
0,4,19,1,1314887079,0,0,56,0,105,3,3,0
0,4,15,0,1314611405,0,1,13,0,216,4,0,0
0,3,09,1,1314504828,0,0,36,0,117,3,6,0
0,3,08,1,1314502046,0,0,25,0,55,3,6,0
0,1,07,1,1314496669,1,0,11,0,77,3,6,0
0,1,06,1,1314493492,0,0,10,0,104,3,6,0
1,5,20,0,1314458166,0,0,30,0,90,2,5,0
0,2,15,0,1314440793,0,1,19,0,191,4,5,0
0,6,14,0,1314263384,0,1,15,0,187,4,3,0
0,2,23,0,1314120732,0,1,18,0,240,4,1,0
1,12,20,0,1314024914,0,0,18,0,486,2,0,0
0,0,09,1,1313986625,0,0,12,0,37,3,0,0
0,13,02,1,1313873596,0,0,39,0,20,3,6,0
0,3,11,1,1313562305,0,0,30,0,196,3,2,3
0,4,13,1,1313393925,1,0,48,0,30,3,0,0
0,0,10,1,1313212235,0,0,26,0,155,3,5,1
0,5,10,1,1312951812,0,0,52,0,116,3,2,1
1,5,08,0,1312771743,0,0,27,0,63,2,0,0
0,0,14,1,1312706835,0,0,19,0,161,3,6,1
1,6,23,0,1312566944,0,0,18,0,68,2,4,0
0,6,00,1,1312312118,0,0,22,0,44,3,2,0
1,1,08,0,1312167034,0,0,13,0,23,2,0,0
0,7,23,1,1312049751,0,0,27,0,79,3,5,0
0,2,00,1,1311706538,0,0,20,0,50,3,2,0
1,2,20,0,1311518412,0,0,18,0,157,2,6,3
0,1,09,1,1311220893,2,0,28,0,13,3,3,0
0,19,01,1,1311190289,0,0,69,0,187,3,3,0
1,2,23,0,1311099796,0,0,13,0,75,2,1,1
1,1,08,0,1310700476,0,0,14,0,88,2,4,0
1,1,18,0,1310303708,0,0,8,0,145,2,6,0
0,7,13,1,1310110290,0,0,25,0,93,3,4,0
1,2,11,0,1310019612,0,0,11,0,186,2,3,0
0,2,20,0,1309531876,0,1,7,0,12,4,4,0
0,0,09,1,1309407163,0,0,28,0,75,3,3,0
1,29,01,0,1309378964,0,0,22,0,176,2,3,2
0,2,10,1,1309238599,0,0,23,0,109,3,1,0
0,3,18,0,1309181211,0,0,10,1,21,1,0,0
1,3,21,0,1309018557,0,0,10,0,30,2,5,0
1,18,14,0,1306917516,0,0,26,0,240,2,2,1
1,1,17,0,1306410271,0,0,12,0,137,2,3,0
1,1,10,0,1305521614,0,0,5,0,26,2,0,0
0,21,11,0,1305180876,0,1,32,0,145,4,3,0
1,1,18,0,1305118110,0,0,4,0,15,2,2,0
1,6,12,0,1304922613,0,0,8,0,264,2,0,0
0,4,17,1,1304770511,0,0,3,0,115,3,5,0
1,0,12,0,1304752983,0,0,9,0,99,2,5,5
1,3,09,0,1304653960,0,0,13,0,15,2,4,0
1,2,09,0,1303444731,0,0,12,0,183,2,4,2
1,2,23,0,1303062344,0,0,8,0,277,2,6,5
0,0,18,1,1302268443,1,0,11,0,155,3,4,1
1,4,16,0,1302088604,0,0,2,0,58,2,2,0
0,1,12,1,1301729104,0,0,1,0,90,3,5,0
1,1,17,0,1301660501,0,0,0,0,97,2,4,0
1,0,22,0,1301505846,0,0,0,0,70,2,2,0
1,0,14,0,1301477254,0,0,0,0,70,2,2,0
1,0,13,0,1301387242,0,0,0,0,140,2,1,0
1,2,11,0,1301378496,0,0,0,0,114,2,1,0
1,0,15,0,1301304677,0,0,3,0,103,2,0,0
1,0,13,0,1301212994,0,0,1,0,215,2,6,0
0,12,19,1,1301146449,1,0,37,0,113,3,5,0
1,0,18,0,1301143174,0,0,9,0,306,2,5,0
