status[2],comments,hour[3],photo[4],age[5],shares,videos[6],link[7],string_length[8],newlines[9],likes
0,8,23,1,1321380020,2,0,0,96,0,87
0,146,0,0,1321296275,1,0,1,119,1,50
0,128,17,1,1321271658,0,0,0,76,0,69
0,30,8,1,1321239111,2,0,0,146,2,69
0,38,13,1,1321170892,11,0,0,51,0,122
0,18,0,0,1321123704,0,0,1,29,0,55
0,73,17,1,1321100450,3,0,0,241,1,85
0,50,14,1,1321087192,0,0,0,49,0,91
0,48,14,1,1321000398,4,0,0,38,0,124
0,50,0,1,1320952202,0,0,0,202,0,67
0,39,14,1,1320914472,0,0,0,22,0,83
0,119,11,0,1320905695,1,0,1,162,0,104
0,89,20,1,1320849798,0,0,0,17,0,131
0,127,11,1,1320818026,2,0,0,216,1,56
0,23,0,1,1320777655,1,0,0,70,0,83
0,40,11,1,1320731814,3,0,0,24,0,119
0,73,23,1,1320688614,2,0,0,74,1,87
0,51,15,1,1320661276,1,0,0,136,1,61
0,58,12,1,1320649953,1,0,0,124,4,88
0,59,11,1,1320559097,4,0,0,75,0,98
0,36,14,1,1320482691,2,0,0,29,0,87
0,41,10,0,1320469483,3,0,1,266,1,64
0,57,0,1,1320433992,11,0,0,136,0,73
0,70,16,1,1320403498,1,0,0,245,2,48
1,35,14,0,1320396605,0,0,0,207,0,39
0,20,1,1,1320349799,0,0,0,122,1,56
0,17,20,1,1320332954,0,0,0,169,2,53
0,11,14,0,1320310011,11,1,0,90,0,53
0,28,11,1,1320301578,1,0,0,113,2,45
0,20,17,0,1320235620,1,0,1,225,1,47
0,20,8,1,1320204412,2,0,0,10,0,67
0,18,2,1,1320180020,2,0,0,112,0,44
0,68,14,1,1320137711,1,0,0,79,0,61
0,24,10,1,1320124332,0,0,0,59,0,38
0,9,8,1,1320031796,0,0,0,158,1,45
0,18,0,1,1320002736,3,0,0,64,0,53
0,25,17,1,1319977239,14,0,0,158,0,136
0,7,15,1,1319883244,1,0,0,43,0,71
0,22,10,0,1319865729,2,1,0,143,0,46
0,15,23,0,1319823037,0,1,0,174,0,45
0,7,16,0,1319800655,0,0,1,134,1,29
0,35,11,0,1319780113,16,1,0,119,0,99
0,15,20,1,1319727189,2,0,0,33,0,69
0,9,16,0,1319714883,2,0,1,163,0,36
0,12,12,0,1319697414,1,0,1,419,6,35
0,31,22,1,1319387716,0,0,0,86,0,48
0,18,12,1,1319354186,1,0,0,45,0,49
1,25,8,0,1319252084,0,0,0,62,0,37
1,34,1,0,1319227828,0,0,0,98,1,42
0,31,12,1,1319179149,2,0,0,74,0,41
0,122,19,1,1319120013,2,0,1,158,0,43
0,44,19,1,1319118993,1,0,0,69,0,36
0,10,10,0,1319085196,0,0,1,81,1,27
0,35,0,1,1319049471,3,0,0,125,1,34
0,46,14,1,1319016235,12,0,0,15,0,115
0,35,23,1,1318960654,2,0,0,100,0,33
0,113,11,1,1318831500,1,0,1,339,4,37
0,9,20,1,1318691246,0,0,0,44,0,60
0,18,12,0,1318661131,0,0,1,104,0,14
1,34,1,0,1318622812,0,0,0,77,1,32
0,13,23,1,1318614625,3,0,1,116,1,68
0,11,18,0,1318596359,2,1,0,63,0,31
0,7,1,1,1318362262,1,0,0,78,0,39
1,31,10,0,1318309749,0,0,0,194,0,30
0,5,1,1,1318275963,1,0,0,136,2,36
0,102,18,1,1318252817,0,0,0,84,0,39
0,146,0,1,1318186079,0,0,0,34,0,32
0,34,21,0,1318175796,0,0,1,122,0,52
0,52,0,1,1318099851,0,0,0,32,0,42
0,41,0,1,1318014356,0,0,0,53,0,23
0,126,1,1,1317929727,1,0,0,67,1,45
0,10,15,1,1317896605,0,0,0,82,1,21
0,18,8,0,1317868600,11,1,0,61,0,30
0,11,18,0,1317818824,0,0,1,250,0,20
1,11,13,0,1317800421,0,0,0,128,0,24
0,14,5,1,1317773414,0,0,0,49,0,15
0,18,0,1,1317754137,0,0,0,82,3,34
0,8,22,1,1317747836,0,0,0,155,0,16
0,3,17,1,1317728361,0,0,0,69,0,46
0,39,11,1,1317707745,0,0,0,227,1,16
0,9,10,0,1317617249,0,0,1,314,2,27
0,5,19,1,1317564756,1,0,0,139,0,30
0,5,10,1,1317532376,1,0,0,98,0,34
0,15,22,1,1317487656,1,0,0,107,0,30
0,10,10,1,1317445355,0,0,0,132,0,31
1,26,2,0,1317416892,0,0,0,43,0,48
0,7,16,1,1317381559,0,0,0,80,0,27
0,2,10,0,1317357517,0,0,1,101,0,15
0,17,23,1,1317318754,0,0,0,215,0,23
0,7,9,0,1317267671,0,0,1,168,0,14
0,2,11,1,1317191109,0,0,0,9,0,29
0,7,20,1,1317136163,0,0,0,199,0,30
0,0,12,0,1317107018,0,0,1,162,0,15
1,0,9,0,1317008141,0,0,0,91,0,19
0,2,22,1,1316968492,0,0,0,175,0,11
0,2,16,1,1316861110,0,0,0,66,0,24
0,3,11,0,1316842611,0,0,1,149,0,19
0,10,17,1,1316779687,0,0,0,132,2,33
0,3,11,0,1316755903,0,1,0,200,4,31
0,5,15,1,1316683890,3,0,0,78,0,21
0,12,12,0,1316673746,0,0,1,191,3,23
0,3,12,1,1316589260,0,0,0,54,0,22
0,8,1,1,1316547363,0,0,0,163,1,17
1,28,5,0,1316476487,0,0,0,109,0,21
0,11,23,1,1316455017,0,0,0,128,0,30
0,2,18,1,1316437427,0,0,0,268,0,21
0,2,13,1,1316417446,0,0,0,36,0,20
1,2,7,0,1316397867,0,0,0,54,0,24
0,7,1,1,1316375109,1,0,0,91,0,27
0,51,16,1,1316342460,0,0,0,232,0,43
0,5,23,1,1316282362,2,0,0,214,2,42
1,12,21,0,1316187584,0,0,0,267,0,33
0,10,15,1,1316168545,1,0,0,50,0,28
0,52,22,1,1316106321,1,0,0,244,0,38
1,11,18,0,1316091823,1,0,0,155,0,94
0,5,8,1,1316054622,0,0,0,203,0,35
0,9,2,1,1316034161,0,0,0,167,1,12
0,0,10,1,1315975047,0,0,0,44,0,26
0,1,7,0,1315878499,0,0,1,190,1,15
0,6,10,1,1315802948,0,0,0,121,0,25
0,3,23,1,1315676641,0,0,0,131,0,35
0,1,15,0,1315650235,1,1,0,146,0,24
0,0,0,1,1315595720,0,0,0,99,0,32
0,6,13,1,1315553648,0,0,0,67,0,37
1,2,13,0,1315470390,0,0,0,192,0,37
0,5,20,1,1315409094,0,0,0,150,0,48
0,2,16,1,1315307740,0,0,0,107,0,37
0,51,18,1,1315227356,0,0,0,238,0,42
0,4,0,1,1315163035,0,0,0,124,0,38
0,15,12,1,1315032175,0,0,0,30,0,56
0,1,18,0,1314969085,0,0,1,61,0,15
0,13,7,1,1314929371,0,0,0,14,0,72
0,10,1,1,1314907272,0,0,0,54,0,25
0,4,19,1,1314887079,0,0,0,105,0,56
0,4,15,0,1314611405,0,0,1,216,0,13
0,3,9,1,1314504828,0,0,0,117,0,36
0,3,8,1,1314502046,0,0,0,55,0,25
0,1,7,1,1314496669,1,0,0,77,0,11
0,1,6,1,1314493492,0,0,0,104,0,10
1,5,20,0,1314458166,0,0,0,90,0,30
0,2,15,0,1314440793,0,0,1,191,0,19
0,6,14,0,1314263384,0,0,1,187,0,15
0,2,23,0,1314120732,0,0,1,240,0,18
1,12,20,0,1314024914,0,0,0,486,0,18
0,0,9,1,1313986625,0,0,0,37,0,12
0,13,2,1,1313873596,0,0,0,20,0,39
0,3,11,1,1313562305,0,0,0,196,3,30
0,4,13,1,1313393925,1,0,0,30,0,48
0,0,10,1,1313212235,0,0,0,155,1,26
0,5,10,1,1312951812,0,0,0,116,1,52
1,5,8,0,1312771743,0,0,0,63,0,27
0,0,14,1,1312706835,0,0,0,161,1,19
1,6,23,0,1312566944,0,0,0,68,0,18
0,6,0,1,1312312118,0,0,0,44,0,22
1,1,8,0,1312167034,0,0,0,23,0,13
0,7,23,1,1312049751,0,0,0,79,0,27
0,2,0,1,1311706538,0,0,0,50,0,20
1,2,20,0,1311518412,0,0,0,157,3,18
0,1,9,1,1311220893,2,0,0,13,0,28
0,19,1,1,1311190289,0,0,0,187,0,69
1,2,23,0,1311099796,0,0,0,75,1,13
1,1,8,0,1310700476,0,0,0,88,0,14
1,1,18,0,1310303708,0,0,0,145,0,8
0,7,13,1,1310110290,0,0,0,93,0,25
1,2,11,0,1310019612,0,0,0,186,0,11
0,2,20,0,1309531876,0,0,1,12,0,7
0,0,9,1,1309407163,0,0,0,75,0,28
1,29,1,0,1309378964,0,0,0,176,2,22
0,2,10,1,1309238599,0,0,0,109,0,23
0,3,18,0,1309181211,0,1,0,21,0,10
1,3,21,0,1309018557,0,0,0,30,0,10
1,18,14,0,1306917516,0,0,0,240,1,26
1,1,17,0,1306410271,0,0,0,137,0,12
1,1,10,0,1305521614,0,0,0,26,0,5
0,21,11,0,1305180876,0,0,1,145,0,32
1,1,18,0,1305118110,0,0,0,15,0,4
1,6,12,0,1304922613,0,0,0,264,0,8
0,4,17,1,1304770511,0,0,0,115,0,3
1,0,12,0,1304752983,0,0,0,99,5,9
1,3,9,0,1304653960,0,0,0,15,0,13
1,2,9,0,1303444731,0,0,0,183,2,12
1,2,23,0,1303062344,0,0,0,277,5,8
0,0,18,1,1302268443,1,0,0,155,1,11
1,4,16,0,1302088604,0,0,0,58,0,2
0,1,12,1,1301729104,0,0,0,90,0,1
1,1,17,0,1301660501,0,0,0,97,0,0
1,0,22,0,1301505846,0,0,0,70,0,0
1,0,14,0,1301477254,0,0,0,70,0,0
1,0,13,0,1301387242,0,0,0,140,0,0
1,2,11,0,1301378496,0,0,0,114,0,0
1,0,15,0,1301304677,0,0,0,103,0,3
1,0,13,0,1301212994,0,0,0,215,0,1
0,12,19,1,1301146449,1,0,0,113,0,37
1,0,18,0,1301143174,0,0,0,306,0,9
